symbol,lastClose,marketCap,companyName,exchange,c,o,vwap
BHE,39.77,1435520522.1030726,BENCHMARK ELECTRONICS INC,NYSE,39.77,40.13,39.77
CTO.PRA,20.62,574052097.0,CTO REALTY GROWTH INC - CTO 6 3/8 PERP,NYSE,20.62,20.658,20.62
ETG,21.2,1617260000.0,EATON VANCE T/A GL DVD INCM,NYSE,21.2,21.2,21.2
GAB,5.9,1815820000.0,GABELLI EQUITY TRUST,NYSE,5.9,5.9,5.9
GOODN,23.3,656507178.0,GLADSTONE COMMERCIAL COR - GOOD 6 5/8 PERP,NASDAQ,23.3,23.28,23.3
GIKLY,6.7,7026903748.0,GRIFOLS SA-SPON ADR,OTC,6.7,6.64,6.7
THO,93.23,4960168630.371208,THOR INDUSTRIES INC,NYSE,93.23,93.43,93.23
SSSAF,39.85,3677642270.0,SHURGARD SELF STORAGE LTD,OTC,39.85,39.85,39.85
FLG.PRA,21.05,4677950526.058413,FLAGSTAR FINANCIAL INC - FLG 6 3/8 PERP,NYSE,21.05,21.05,21.05
SEOAY,10.995,7542659599.0,STORA ENSO OYJ-SPONS ADR,OTC,10.995,10.935,10.995
ANIOY,6.46,2651991357.0,ACERINOX SA-UNSPON ADR,OTC,6.46,6.46,6.46
ALB,70.98,8351571125.445807,ALBEMARLE CORP,NYSE,70.98,70.3,70.98
PTCT,48.55,3847928309.823303,PTC THERAPEUTICS INC,NASDAQ,48.55,48.9,48.55
RFMZ,12.68,311220000.0,RIVERNORTH FLEX MUNI II,NYSE,12.68,12.66,12.68
TCI,43.27,373823233.6434584,TRANSCONTINENTAL REALTY INV,NYSE,43.27,43.26,43.27
PMT.PRC,19.19,1143319478.0,PENNYMAC MTGE INVESTMENT - PMT 6 3/4 PERP,NYSE,19.19,19.07,19.19
GAM,56.75,1517500000.0,GENERAL AMERICAN INVESTORS,NYSE,56.75,56.01,56.75
APPS,5.08,543470053.8962963,DIGITAL TURBINE INC,NASDAQ,5.08,5.35,5.08
ENVX,14.07,2701494295.053825,ENOVIX CORP,NASDAQ,14.07,13.99,14.07
DRH,8.14,1691881262.0,DIAMONDROCK HOSPITALITY CO,NYSE,8.14,8.08,8.14
CRTO,23.73,1299601347.0,CRITEO SA-SPON ADR,NASDAQ,23.73,24.14,23.73
YETI,32.09,2657549183.2138076,YETI HOLDINGS INC,NYSE,32.09,32.51,32.09
SNV,54.54,7581770795.444747,SYNOVUS FINANCIAL CORP,NYSE,54.54,54.7,54.54
HLIT,9.16,1035966795.3591397,HARMONIC INC,NASDAQ,9.16,9.25,9.16
HLF,10.18,1036799731.9170686,HERBALIFE LTD,NYSE,10.18,10.23,10.18
SPB,57.57,1412459831.4623525,SPECTRUM BRANDS HOLDINGS INC,NYSE,57.57,56.81,57.57
APEMY,32.09,1951626912.0,APERAM-NY REGISTRY SHARES,OTC,32.09,32.09,32.09
CIFR,5.87,1968046227.9711537,CIPHER MINING INC,NASDAQ,5.87,6.41,5.87
CLDT.PRA,20.65,362483448.0,CHATHAM LODGING - CLDT 6 5/8 PERP,NYSE,20.65,20.686,20.65
ECVT,8.68,1019036428.2711866,ECOVYST INC,NYSE,8.68,8.73,8.68
XNCR,8.83,628437802.4267243,XENCOR INC,NASDAQ,8.83,9.13,8.83
BACQU,10.59,347542038.235,BLEICHROEDER ACQUISITION COR,NASDAQ,10.59,10.7,10.59
SGU,11.79,407532853.2162162,STAR GROUP LP,NYSE,11.79,11.81,11.79
VGPBF,99.384,2347052933.0,VGP,OTC,99.384,101.67,99.384
KBDC,16.12,1118540000.0,KAYNE ANDERSON BDC INC,NYSE,16.12,16.15,16.12
AAOI,28.4,1594351281.4442477,APPLIED OPTOELECTRONICS INC,NASDAQ,28.4,27.647,28.4
CORT,71.88,7622492758.501873,CORCEPT THERAPEUTICS INC,NASDAQ,71.88,72.01,71.88
DAKT,16.12,791706119.4890511,DAKTRONICS INC,NASDAQ,16.12,16.35,16.12
SEM,14.74,1894663262.9144423,SELECT MEDICAL HOLDINGS CORP,NYSE,14.74,14.48,14.74
FIVN,26.6,2028835734.6733668,FIVE9 INC,NASDAQ,26.6,27.62,26.6
ULH,27.22,716790747.1676426,UNIVERSAL LOGISTICS HOLDINGS,NASDAQ,27.22,27.01,27.22
KMT,24.7,1882969087.6848483,KENNAMETAL INC,NYSE,24.7,24.48,24.7
MEGI,14.1,732830000.0,NYLI CBRE GBL INFR MGA TRM F,NYSE,14.1,14.06,14.1
PWP,20.0,1767688144.5783134,PERELLA WEINBERG PARTNERS,NASDAQ,20.0,20.6,20.0
VRNT,20.73,1247125297.586777,VERINT SYSTEMS INC,NASDAQ,20.73,21.54,20.73
FSCO,7.22,1434110000.0,FS CREDIT OPPORTUNITIES CORP,NYSE,7.22,7.24,7.22
BFST,25.75,765139570.4131919,BUSINESS FIRST BANCSHARES,NASDAQ,25.75,26.1,25.75
SUSRF,15.1,7750884584.0,SURGICAL SCIENCE SWEDEN AB,OTC,15.1,15.1,15.1
NMRK,12.565,2318890702.782264,NEWMARK GROUP INC-CLASS A,NASDAQ,12.565,12.48,12.565
TIC,11.48,1396980000.0,ACUREN CORPORATION,NYSE,11.48,11.68,11.48
NPB,14.76,507222361.3086583,NORTHPOINTE BANCSHARES INC,NYSE,14.76,14.98,14.76
MARA,19.14,6735897420.085263,MARA HOLDINGS INC,NASDAQ,19.14,19.5,19.14
GNCGY,12.2,1006935620.0,GREENCORE GROUP -SPON ADR,OTC,12.2,12.2,12.2
ECCC,23.2836,931420000.0,EAGLE POINT CREDIT CO - ECC 6 1/2 06/30/31,NYSE,23.2836,23.25,23.2836
REMYY,6.417,2927397844.0,REMY COINTREAU-UNSP ADR,OTC,6.417,6.35,6.417
WAFD,30.8,2468874023.6445594,WAFD INC,NASDAQ,30.8,30.91,30.8
NNN,43.16,8106331611.0,NNN REIT INC,NYSE,43.16,43.04,43.16
FFWM,5.47,450651817.7289048,FIRST FOUNDATION INC,NYSE,5.47,5.51,5.47
CXM,8.53,2207886827.4745574,SPRINKLR INC-A,NYSE,8.53,8.92,8.53
PAY,28.4,3556026242.525597,PAYMENTUS HOLDINGS INC-A,NYSE,28.4,29.25,28.4
NYMTM,24.7116,606804004.0,NEW YORK MORTGAGE TRUST - NYMT 4.85372 PERP,NASDAQ,24.7116,24.76,24.7116
CDRO,8.37,382013580.1004785,CODERE ONLINE LUXEMBOURG SA,NASDAQ,8.37,8.4,8.37
ARLP,27.33,3509937953.5318427,ALLIANCE RESOURCE PARTNERS,NASDAQ,27.33,26.75,27.33
CADL,5.81,309812873.62439024,CANDEL THERAPEUTICS INC,NASDAQ,5.81,6.09,5.81
ATDRF,11.22,7152798506.0,AUTO TRADER GROUP PLC,OTC,11.22,11.22,11.22
AMAL,32.62,997836986.2422788,AMALGAMATED FINANCIAL CORP,NASDAQ,32.62,33.19,32.62
THQ,17.93,743580000.0,ABRDN HEALTHCARE OPPORT,NYSE,17.93,18.04,17.93
CVBF,20.82,2869092057.5884895,CVB FINANCIAL CORP,NASDAQ,20.82,20.66,20.82
MPB,29.16,669437940.6364865,MID PENN BANCORP INC,NASDAQ,29.16,29.37,29.16
MAKSY,8.94,6680387514.0,MARKS & SPENCER PLC-ADR,OTC,8.94,9.02,8.94
BCML,28.14,309735388.7966574,BAYCOM CORP,NASDAQ,28.14,28.86,28.14
GATE,36.05,417540000.0,Marblegate Acquisition Corporation,NASDAQ,36.05,33.2,36.05
BRBOF,9.85,4314928706.0,BREMBO N.V.,OTC,9.85,9.85,9.85
ATII,10.21,302113900.0,ARCHIMEDES TECH SPAC PARTNER,NASDAQ,10.21,10.2,10.21
MMYT,90.86,8645091404.848022,MAKEMYTRIP LTD,NASDAQ,90.86,92.28,90.86
OTCM,57.41,687491780.2070175,OTC MARKETS GROUP INC-A,OTC,57.41,58.4,57.41
CODI,6.43,483767295.5887708,COMPASS DIVERSIFIED HOLDINGS,NYSE,6.43,6.49,6.43
AMN,21.16,810101489.7104071,AMN HEALTHCARE SERVICES INC,NYSE,21.16,21.87,21.16
COLB,24.75,5202624463.909849,COLUMBIA BANKING SYSTEM INC,NASDAQ,24.75,24.98,24.75
RIOT,12.42,4437215995.482129,RIOT PLATFORMS INC,NASDAQ,12.42,12.94,12.42
UDMY,6.54,972702743.1742313,UDEMY INC,NASDAQ,6.54,6.77,6.54
MRUS,54.5,4058982264.3349667,MERUS NV,NASDAQ,54.5,54.91,54.5
CWXZF,6.35,769045058.0,DOMAN BUILDING MATERIALS GRO,OTC,6.35,6.35,6.35
WFG,75.82,8438794308.0,WEST FRASER TIMBER CO LTD,NYSE,75.82,77.17,75.82
ADC.PRA,17.0776,7809116840.0,AGREE REALTY CORP - ADC 4 1/4 PERP,NYSE,17.0776,17.18,17.0776
BWB,16.31,447919474.62709826,BRIDGEWATER BANCSHARES INC,NASDAQ,16.31,16.67,16.31
STBBF,91.08,9343590000.0,STRABAG SE-BR,OTC,91.08,91.08,91.08
GDV,26.53,2362950000.0,GABELLI DIVIDEND & INCOME TR,NYSE,26.53,26.6,26.53
HASI,27.41,3314740042.647271,HA SUSTAINABLE INFRASTRUCTUR,NYSE,27.41,27.41,27.41
ENPH,41.855,5491669810.02176,ENPHASE ENERGY INC,NASDAQ,41.855,42.55,41.855
NSSC,30.86,1100357159.2265406,NAPCO SECURITY TECHNOLOGIES,NASDAQ,30.86,31.35,30.86
CRMIF,19.02,2364720889.0,CARMILA,OTC,19.02,19.02,19.02
SPNT,18.4,2145236789.2032516,SIRIUSPOINT LTD,NYSE,18.4,18.48,18.4
SMTEF,6.3821,2743699876.0,SMART EYE AB,OTC,6.3821,6.3821,6.3821
BICEY,31.55,2211265057.0,BIC SA-UNSPONSORED ADR,OTC,31.55,31.47,31.55
MLFNF,21.68,3667335486.0,MAPLE LEAF FOODS INC,OTC,21.68,21.68,21.68
FMCCK,20.2,4771437391.6751,Federal Home Loan Mortgage Corporation,OTC,20.2,19.41,20.2
RRC,38.26,9143135241.197025,RANGE RESOURCES CORP,NYSE,38.26,37.83,38.26
MODVF,10.35,421593464.0,MELCOR DEVELOPMENTS LTD,OTC,10.35,10.35,10.35
LEGIF,82.04,5467546769.0,LEG IMMOBILIEN SE,OTC,82.04,82.7829,82.04
DFYFF,56.2,9402117120.0,DEFINITY FINANCIAL CORP,OTC,56.2,56.2,56.2
CSNVF,21.0401,1078289234.0,CORBION NV,OTC,21.0401,21.0401,21.0401
KOYJF,23.72,2826733273.0,KEMIRA OYJ,OTC,23.72,22.8,23.72
NMFCZ,25.55,1162638256.6108007,NEW MOUNTAIN FINANCE COR - NMFC 8 1/4 11/15/28,NASDAQ,25.55,25.67,25.55
ACIC,10.77,520766196.3453039,AMERICAN COASTAL INSURANCE C,NASDAQ,10.77,10.86,10.77
TBRG,22.06,331415713.99128914,TRUBRIDGE INC,NASDAQ,22.06,22.97,22.06
AVA,38.01,3062221007.5228515,AVISTA CORP,NYSE,38.01,38.08,38.01
PAYO,6.48,2343629175.8125916,PAYONEER GLOBAL INC,NASDAQ,6.48,6.77,6.48
METCL,25.947,844519919.2711967,RAMACO RESOURCES INC - METC 9 07/30/26,NASDAQ,25.947,25.999,25.947
CDUAF,27.6505,7788157110.0,CANADIAN UTILITIES LTD-A,OTC,27.6505,27.6785,27.6505
KPGHF,7.25,496213517.0,KELLY PARTNERS GROUP HOLDING,OTC,7.25,7.25,7.25
TTGT,7.4,529018593.80753136,TECHTARGET INC,NASDAQ,7.4,7.09,7.4
DGNX,66.5,1529085239.4999998,DIGINEX LTD,NASDAQ,66.5,67.62,66.5
OBK,37.29,1161947622.052381,ORIGIN BANCORP INC,NYSE,37.29,37.55,37.29
MDRX,5.05,856371285.576087,VERADIGM INC,OTC,5.05,4.6,5.05
PSPSY,35.5,6393983503.0,PSP SWISS PROPERTY-UNSP ADR,OTC,35.5,35.5,35.5
PEYUF,14.04,3805022180.0,PEYTO EXPLORATION & DEV CORP,OTC,14.04,13.57,14.04
AVDX,9.83,2029364053.129065,AVIDXCHANGE HOLDINGS INC,NASDAQ,9.83,9.84,9.83
AGM.PRD,21.52,1891817699.9468625,FARMER MAC - FAMCA 5.7 PERP,NYSE,21.52,21.6001,21.52
UZE,21.06,5950786814.227138,US CELLULAR CORP - USM 5 1/2 03/01/70,NYSE,21.06,21.3,21.06
ASO,50.66,3367660983.322282,ACADEMY SPORTS & OUTDOORS IN,NASDAQ,50.66,51.09,50.66
TCBI,86.35,3963756705.44358,TEXAS CAPITAL BANCSHARES INC,NASDAQ,86.35,87.08,86.35
FLMNY,14.17,4928546058.0,FIELMANN AG-ADR,OTC,14.17,14.17,14.17
PENG,24.1,1262866785.0818298,PENGUIN SOLUTIONS INC,NASDAQ,24.1,23.53,24.1
NATL,29.5,2166903193.208045,NCR ATLEOS CORP,NYSE,29.5,30.07,29.5
TRINZ,25.29,931618038.9771469,TRINITY CAPITAL INC/MD - TRIN 7 7/8 03/30/29,NASDAQ,25.29,25.3,25.29
VREX,8.17,339054998.0866511,VAREX IMAGING CORP,NASDAQ,8.17,8.47,8.17
CUBI,63.47,2004877331.1105373,CUSTOMERS BANCORP INC,NYSE,63.47,62.34,63.47
HELE,22.55,517643013.56218684,HELEN OF TROY LTD,NASDAQ,22.55,23.74,22.55
IOBCF,13.04,351660389.0,ION BEAM APPLICATIONS,OTC,13.04,13.04,13.04
NEXXY,6.05,6300848671.0,NEXI SPA - UNSP ADR,OTC,6.05,6.05,6.05
SSRM,12.66,2567169146.331368,SSR MINING INC,NASDAQ,12.66,12.55,12.66
IIIN,39.6,768699782.253592,INSTEEL INDUSTRIES INC,NYSE,39.6,39.12,39.6
RGTI,12.18,3561952610.403684,RIGETTI COMPUTING INC,NASDAQ,12.18,12.95,12.18
FLWS,5.62,357227055.37172776,1-800-FLOWERS.COM INC-CL A,NASDAQ,5.62,5.7,5.62
PEGA,49.8,8523992450.269326,PEGASYSTEMS INC,NASDAQ,49.8,51.43,49.8
TRN,27.89,2276185452.2334037,TRINITY INDUSTRIES INC,NYSE,27.89,28.0,27.89
BCYC,8.0,559847063.0,BICYCLE THERAPEUTICS PLC-ADR,NASDAQ,8.0,8.08,8.0
OS,25.03,5996970173.029457,ONESTREAM INC,NASDAQ,25.03,25.58,25.03
BTU,15.25,1854399995.8894877,PEABODY ENERGY CORP,NYSE,15.25,14.65,15.25
MRX,37.84,2695407631.2360964,MAREX GROUP PLC,NASDAQ,37.84,38.0,37.84
CUBI.PRF,25.59,2004877331.1105373,CUSTOMERS BANCORP INC - CUBI 9.61572 PERP,NYSE,25.59,25.53,25.59
TK,7.74,646760067.7095115,TEEKAY CORP LTD,NYSE,7.74,7.81,7.74
SEPJY,26.78,3956080732.0,SPECTRIS PLC-UNSP ADR,OTC,26.78,26.78,26.78
VAL,49.9,3546345112.383307,VALARIS LTD,NYSE,49.9,49.79,49.9
SLSR,5.45,1245991465.0,SOLARIS RESOURCES INC,AMEX,5.45,5.5,5.45
BLMN,10.03,853165326.1996067,BLOOMIN' BRANDS INC,NASDAQ,10.03,10.06,10.03
DEA,23.24,1037758164.0000001,EASTERLY GOVERNMENT PROPERTI,NYSE,23.24,22.95,23.24
AAL,12.22,8059240400.435858,AMERICAN AIRLINES GROUP INC,NASDAQ,12.22,12.815,12.22
GIGGU,10.54,345166663.21500003,GIGCAPITAL7 INC,NASDAQ,10.54,10.5,10.54
TDS,39.45,4229358446.5568786,TELEPHONE AND DATA SYSTEMS,NYSE,39.45,39.485,39.45
PBPB,12.64,381376827.82608694,POTBELLY CORP,NASDAQ,12.64,12.63,12.64
RGNX,8.68,437373857.55849886,REGENXBIO INC,NASDAQ,8.68,8.91,8.68
MFI,28.91,383105692.97,MF INTERNATIONAL LTD-A,NASDAQ,28.91,33.4,28.91
NETDU,11.31,422806241.12010676,NABORS ENERGY TRANSITION COR,NASDAQ,11.31,11.31,11.31
AGM.PRF,19.56,1891817699.9468625,FARMER MAC - FAMCA 5 1/4 PERP,NYSE,19.56,19.68,19.56
SIGA,6.77,483656157.7144926,SIGA TECHNOLOGIES INC,NASDAQ,6.77,6.77,6.77
NNNN,49.26,7088080647.929831,ANBIO BIOTECHNOLOGY LTD,NASDAQ,49.26,50.75,49.26
BRKR,43.79,6635577771.195043,BRUKER CORP,NASDAQ,43.79,43.245,43.79
MCS,17.24,527528730.5732633,MARCUS CORPORATION,NYSE,17.24,17.24,17.24
PBT,12.95,594730000.0,PERMIAN BASIN ROYALTY TRUST,NYSE,12.95,12.81,12.95
STNG,45.41,2316649633.6935234,SCORPIO TANKERS INC,NYSE,45.41,45.5,45.41
PRBZF,60.665,3770427117.0,PREMIUM BRANDS HOLDINGS CORP,OTC,60.665,60.67,60.665
IAC,40.6,3241575947.837773,IAC INC,NASDAQ,40.6,41.26,40.6
PRCT,56.65,3134368919.466306,PROCEPT BIOROBOTICS CORP,NASDAQ,56.65,58.4,56.65
RVT,15.4,1814930000.0,ROYCE SMALL-CAP TRUST INC,NYSE,15.4,15.54,15.4
RAJAF,9.18,1020081600.0,CORDYCEPS SUNSHINE BIOTECH H,OTC,9.18,9.18,9.18
IMVT,18.13,3101484017.912,IMMUNOVANT INC,NASDAQ,18.13,17.07,18.13
VNO,38.61,7391961741.0,VORNADO REALTY TRUST,NYSE,38.61,38.11,38.61
WLY,42.57,2277720826.4159007,WILEY (JOHN) & SONS-CLASS A,NYSE,42.57,43.02,42.57
IEP,9.36,5111365848.885907,ICAHN ENTERPRISES LP,NASDAQ,9.36,8.83,9.36
ESNT,56.0,5678486862.638718,ESSENT GROUP LTD,NYSE,56.0,56.44,56.0
FRA,13.23,468460000.0,BLACKROCK FLTNG RT INC STRAT,NYSE,13.23,13.28,13.23
IMCR,35.02,1779044427.0,IMMUNOCORE HOLDINGS PLC-ADR,NASDAQ,35.02,35.28,35.02
GTM,10.2,3354894140.655738,ZOOMINFO TECHNOLOGIES INC,NASDAQ,10.2,10.29,10.2
SOUL.U,10.78,335000000.0,SOULPOWER ACQUISITION CORP,NYSE,10.78,10.17,10.78
NPICF,16.9535,5991011804.0,Northland Power Inc,OTC,16.9535,16.9535,16.9535
VTS,23.74,916687870.0518045,VITESSE ENERGY INC,NYSE,23.74,23.59,23.74
BCNAY,7.96,1163245631.0,BARCO NV-UNSPONSORED ADR,OTC,7.96,7.33,7.96
KBH,55.6,3988383337.30865,KB HOME,NYSE,55.6,55.14,55.6
ASBA,24.44,4234777105.081499,ASSOC BANC-CORP - ASB 6 5/8 03/01/33,NYSE,24.44,24.4,24.44
WTFCP,25.0,8826102523.23918,WINTRUST FINANCIAL CORP - WTFC 6 7/8 PERP,NASDAQ,25.0,24.99,25.0
IRT,17.53,4197612836.0000005,INDEPENDENCE REALTY TRUST IN,NYSE,17.53,17.31,17.53
SPMYY,10.05,1118143776.0,SPIRENT COMMUNICATIONS-ADR,OTC,10.05,10.05,10.05
TWO.PRA,23.0536,1082901203.0,TWO HARBORS INV CORP - TWO 8 1/8 PERP,NYSE,23.0536,22.96,23.0536
HLMN,7.77,1534641594.2754717,HILLMAN SOLUTIONS CORP,NASDAQ,7.77,7.84,7.77
FCBC,40.35,737562851.1906501,FIRST COMMUNITY BANKSHARES,NASDAQ,40.35,40.92,40.35
PEGRY,12.97,2316071112.0,PENNON GROUP PLC-UNSP ADR,OTC,12.97,13.06,12.97
PMMAF,26.7542,3521410090.0,PUMA SE,OTC,26.7542,26.356,26.7542
DPMLF,16.435,3678632063.0,DUNDEE PRECIOUS METALS INC,OTC,16.435,16.4,16.435
CCS,61.7,1884733944.603429,CENTURY COMMUNITIES INC,NYSE,61.7,61.2,61.7
SLMBP,75.66,7011305686.804212,SLM CORP - SLM 6.28008 PERP,NASDAQ,75.66,74.52,75.66
PRIF.PRL,24.1369,435000000.0,PRIORITY INCOME FUND - PRIORT 6 3/8 03/31/29,NYSE,24.1369,24.14,24.1369
PTON,6.38,2542810082.803571,PELOTON INTERACTIVE INC-A,NASDAQ,6.38,6.68,6.38
FROG,39.83,4563360923.76997,JFROG LTD,NASDAQ,39.83,40.47,39.83
RWWI,14.98,503230359.99999994,RAND WORLDWIDE INC,OTC,14.98,15.44,14.98
PEBO,31.41,1119635375.323188,PEOPLES BANCORP INC,NASDAQ,31.41,31.65,31.41
BWIN,40.76,4746283417.087294,BALDWIN INSURANCE GROUP INC/,NASDAQ,40.76,40.98,40.76
LX,7.04,1182892444.0,LEXINFINTECH HOLDINGS L-ADR,NASDAQ,7.04,7.02,7.04
DMLP,27.54,1303736869.3297122,DORCHESTER MINERALS LP,NASDAQ,27.54,27.57,27.54
DUFRY,5.52,6484509360.0,AVOLTA AG- ADR,OTC,5.52,5.53,5.52
EVKIF,21.0,8457899821.999999,EVONIK INDUSTRIES AG,OTC,21.0,21.0,21.0
ASLE,5.86,311795052.8071895,AERSALE CORP,NASDAQ,5.86,5.89,5.86
UNFI,23.81,1442065387.203851,UNITED NATURAL FOODS INC,NYSE,23.81,23.89,23.81
CPRI,19.25,2270025440.248227,CAPRI HOLDINGS LTD,NYSE,19.25,19.27,19.25
RCB,24.42,782628224.0,READY CAPITAL CORP - RC 6.2 07/30/26,NYSE,24.42,24.49,24.42
ALK,52.54,6377962483.351789,ALASKA AIR GROUP INC,NYSE,52.54,53.545,52.54
COGT,10.98,1494143896.2801847,COGENT BIOSCIENCES INC,NASDAQ,10.98,10.67,10.98
GBLI,30.39,433807775.18225807,GLOBAL INDEMNITY GROUP LLC-A,NYSE,30.39,30.27,30.39
ASAN,13.88,3266271848.1969485,ASANA INC - CL A,NYSE,13.88,14.31,13.88
SPMC,18.2,370010000.0,SOUND POINT MERIDIAN CAPITAL,NYSE,18.2,18.35,18.2
TRUP,49.76,2128915648.113676,TRUPANION INC,NASDAQ,49.76,50.31,49.76
PBH,76.5,3766357943.3453703,PRESTIGE CONSUMER HEALTHCARE,NYSE,76.5,77.21,76.5
RCD,23.365,782628224.0,READY CAPITAL CORP - RC 9 12/15/29,NYSE,23.365,23.33,23.365
AIV,8.7,1227188287.0,APARTMENT INVT & MGMT CO -A,NYSE,8.7,8.58,8.7
JNPKF,22.2506,1143617556.0,JENOPTIK AG,OTC,22.2506,22.2506,22.2506
KTF,8.75,345110000.0,DWS MUNICIPAL INCOME TRUST,NYSE,8.75,8.76,8.75
ESTA,44.89,1298095543.4070046,ESTABLISHMENT LABS HOLDINGS,NASDAQ,44.89,45.645,44.89
GIFLF,11.45,7026903748.0,GRIFOLS SA,OTC,11.45,11.45,11.45
ZYME,13.34,937180299.3587116,ZYMEWORKS INC,NASDAQ,13.34,13.58,13.34
XFLT.PRA,25.4088,431590000.0,XAI OCTAGON FLT RT ALT - XFLT 6 1/2 03/31/26,NYSE,25.4088,25.35,25.4088
CSV,46.4,728152185.58497,CARRIAGE SERVICES INC,NYSE,46.4,46.73,46.4
MYI,10.49,701890000.0,BLACKROCK MUNIYIELD QLTY III,NYSE,10.49,10.51,10.49
KREF.PRA,19.97,635915982.0,KKR REAL ESTATE FIN - KREF 6 1/2 PERP,NYSE,19.97,20.085,19.97
VEMLY,45.37,3400252448.0,VENTURE CORP LTD-UNSP ADR,OTC,45.37,45.75,45.37
LNC.PRD,26.66,5816903520.391241,LINCOLN NATIONAL CORP - LNC 9 PERP,NYSE,26.66,26.7,26.66
NGS,24.4,305730281.1336032,NATURAL GAS SERVICES GROUP,NYSE,24.4,24.41,24.4
RPKIF,23.45,358690000.0,RICHARDS PACKAGING INCOME FD,OTC,23.45,23.45,23.45
BBU,25.49,4964130000.0,BROOKFIELD BUSINESS PT-UNIT,NYSE,25.49,25.76,25.49
TDUP,7.08,837190244.4158125,THREDUP INC - CLASS A,NASDAQ,7.08,6.9,7.08
CRMD,11.22,835095189.9555935,CORMEDIX INC,NASDAQ,11.22,11.7,11.22
BCAT,15.2,1594680000.0,BLACKROCK CAPITAL ALLOC TR,NYSE,15.2,15.23,15.2
WASH,29.29,565036526.38031,WASHINGTON TRUST BANCORP,NASDAQ,29.29,29.39,29.29
SITC,11.46,608360822.0,SITE CENTERS CORP,NYSE,11.46,11.48,11.46
ORI,36.6,9046187639.0991,OLD REPUBLIC INTL CORP,NYSE,36.6,36.51,36.6
FELE,91.6,4176581863.626988,FRANKLIN ELECTRIC CO INC,NASDAQ,91.6,92.3,91.6
REMYF,65.438,2927397844.0,REMY COINTREAU,OTC,65.438,63.0,65.438
PTGX,53.0,3285043538.873639,PROTAGONIST THERAPEUTICS INC,NASDAQ,53.0,52.28,53.0
SVTRF,37.885,7898011619.0,SEVERN TRENT PLC,OTC,37.885,37.885,37.885
DLAKY,8.605,8995312325.0,LUFTHANSA-SPONS ADR,OTC,8.605,8.691,8.605
CBT,78.44,4214038539.2613196,CABOT CORP,NYSE,78.44,77.98,78.44
TRC,18.49,497032932.0408273,TEJON RANCH CO,NYSE,18.49,18.27,18.49
MTX,59.18,1877909709.3027155,MINERALS TECHNOLOGIES INC,NYSE,59.18,58.98,59.18
WEST,6.28,594346613.3669293,WESTROCK COFFEE CO,NASDAQ,6.28,6.33,6.28
EFC.PRB,22.81,1251353923.0,ELLINGTON FINANCIAL - EFC 6 1/4 PERP,NYSE,22.81,22.8,22.81
RMR,17.72,564864795.410694,RMR GROUP INC/THE - A,NASDAQ,17.72,17.54,17.72
PEB,10.95,1318592147.0,PEBBLEBROOK HOTEL TRUST,NYSE,10.95,11.03,10.95
CPXWF,42.12,8751185216.0,CAPITAL POWER CORP,OTC,42.12,42.12,42.12
ARQT,15.01,1789218003.5717094,ARCUTIS BIOTHERAPEUTICS INC,NASDAQ,15.01,15.24,15.01
MVF,6.56,387530000.0,BLACKROCK MUNIVEST FUND,NYSE,6.56,6.6,6.56
CRLFF,5.05,1104436784.0,CARDINAL ENERGY LTD,OTC,5.05,5.11,5.05
SHBBF,83.65,7338920534.0,SYENSQO SA,OTC,83.65,83.65,83.65
ATLCZ,24.9,842077144.7061316,ATLANTICUS HOLDINGS CORP - ATLC 9 1/4 01/31/29,NASDAQ,24.9,24.9,24.9
CAPL,20.71,788999432.899614,CROSSAMERICA PARTNERS LP,NYSE,20.71,20.74,20.71
PFL,8.31,376300000.0,PIMCO INCOME STRATEGY FUND,NYSE,8.31,8.33,8.31
GRBK.PRA,23.81,2934715408.534177,GREEN BRICK PARTNERS INC - GRBK 5 3/4 PERP,NYSE,23.81,24.02,23.81
PRIF.PRJ,23.87,435000000.0,PRIORITY INCOME FUND - PRIORT 6 12/31/28,NYSE,23.87,23.79,23.87
PEB.PRH,16.85,1318592147.0,PEBBLEBROOK HOTEL TRUST - PEB 5.7 PERP,NYSE,16.85,16.52,16.85
MRTN,13.7,1116459889.2595255,MARTEN TRANSPORT LTD,NASDAQ,13.7,13.79,13.7
SIMO,73.47,2521106571.0,SILICON MOTION TECHNOL-ADR,NASDAQ,73.47,74.13,73.47
CGRIF,29.61,832480000.0,CANADIAN GENERAL INVESTMENTS,OTC,29.61,29.61,29.61
MPX,9.07,317045845.70270276,MARINE PRODUCTS CORP,NYSE,9.07,9.23,9.07
BELFA,92.0,1251120047.106383,BEL FUSE INC-CL A,NASDAQ,92.0,92.371,92.0
LXP.PRC,47.11,2516886846.0,LXP INDUSTRIAL TRUST - LXP 6 1/2 PERP,NYSE,47.11,47.15,47.11
IVTJF,7.2408,4630435315.0,INVESTEC PLC,OTC,7.2408,7.2408,7.2408
FDRVF,33.15,541246636.0,FD TECHNOLOGIES PLC,OTC,33.15,33.15,33.15
PRLB,40.14,954153521.353555,PROTO LABS INC,NYSE,40.14,40.95,40.14
FSLY,6.71,971607996.1269842,FASTLY INC - CLASS A,NYSE,6.71,6.86,6.71
NXDCF,9.3536,8703254580.0,NEXTDC LTD,OTC,9.3536,9.3536,9.3536
EBC,15.88,3358000819.626007,EASTERN BANKSHARES INC,NASDAQ,15.88,15.98,15.88
